"","species","chemical","frequency","pmid"
"690","Mushrooms","zn",302,"37764798, 37673806, 37560889, 37504751, 37447092, 37245597, 37115411, 36958546, 36684732, 36572785, 36558049, 36374950, 36294572, 36155032, 35807930, 35695596, 35695591, 35667512, 35628800, 35628708, 35354891, 35240938, 35240185, 35010677, 34982785, 34695469, 34500599, 34268685, 34190029, 33989114, 33929662, 33711727, 33691593, 33415633, 33396513, 33297091, 33280126, 33244695, 32531137, 32506407, 32456182, 32436089, 32392710, 32363460, 32329001, 32314140, 32220378, 32199145, 31864118, 31793393, 31561596, 31400682, 31363991, 31313310, 31256391, 31176215, 31002629, 30837742, 30806299, 30784799, 30684184, 30609048, 30517766, 30388922, 30386751, 30381194, 29746791, 29734714, 29719194, 29624491, 29623092, 29621710, 29564562, 29189191, 28494204, 28485497, 28463816, 28316048, 28277082, 28121276, 27984821, 27975202, 27776228, 27649605, 27596407, 27510166, 27155831, 27091150, 27023804, 26854105, 26839502, 26799621, 26614504, 26555009, 26357894, 26306295, 26213082, 26146585, 26077507, 26041195, 25901855, 25746404, 25602154, 25481828, 25190556, 25179801, 24779932, 24584962, 23613150, 23591676, 23586045, 23030443, 22897470, 22794131, 22702820, 22371035, 22336529, 22251207, 22234825, 22172519, 21877977, 21554122, 21429582, 21391032, 21301988, 21274641, 20405104, 24785309, 20167240, 20132038, 19563856, 23983518, 19111567, 18783817, 18246511, 17682769, 17499342, 17346793, 16616804, 16038488, 15740762, 14995139, 12725930, 12689522, 11767169, 11407749, 11368601, 11048580, 10356845, 2381462"
"691","Mushrooms","selenium",436,"37764798, 37560889, 37183917, 36893598, 36839295, 36812786, 36570003, 36551328, 36531641, 36374945, 36079788, 36027667, 36014403, 35997887, 35927365, 35889308, 35879221, 35807930, 35628800, 35440876, 35185982, 35113771, 34944419, 34884845, 34500837, 34441637, 34302346, 34203966, 34152540, 33989114, 33747464, 33711727, 33613153, 33389869, 33389856, 33309597, 33288349, 32437465, 32003038, 31561596, 31518823, 31427018, 31346246, 31256391, 30993725, 30806257, 30806227, 30785270, 30466927, 30262305, 30093016, 30083671, 29884371, 29790031, 29621579, 29531252, 29199586, 29199570, 27116430, 27547513, 27541154, 27481294, 26799621, 29381304, 25746616, 25746402, 25685150, 25310808, 25271981, 24999438, 24812070, 24385361, 24266370, 24183901, 23993536, 23578637, 23557365, 23535542, 23265483, 23194404, 23179616, 22900710, 22639385, 22528771, 22371191, 22362963, 21429582, 21301988, 21069148, 20706946, 20138104, 20120967, 18781538, 18246511, 17193742, 16328241, 16233900, 16161771, 15726350, 15205868, 14755851, 12362793, 11368601, 11051604, 10378786, 9710839, 8574861, 7828939, 31018285, 2320341, 3781756, 3776641, 6685955, 562040"
"692","Mushrooms","platinum",10,"37755022, 37244884, 26515437, 24399654, 12738216"
"693","Mushrooms","palladium",2,"37755022"
"694","Mushrooms","pt",9,"37755022, 37073145, 28286830, 25602154"
"695","Mushrooms","pd",9,"37755022, 37256902"
"696","Mushrooms","calcium",171,"37752886, 37623582, 37446570, 36983551, 36983506, 36936127, 36839295, 36407948, 36294567, 36012852, 35807930, 35761899, 35695638, 35565533, 35467802, 34834638, 34591398, 34347997, 34347993, 34201552, 34146628, 33816611, 33804597, 33592025, 33461556, 33397599, 33389872, 33389856, 33309597, 33288349, 32781786, 32558497, 34354531, 32266583, 32258147, 32123065, 31985778, 31708633, 31641742, 31604769, 31486017, 31426291, 30710823, 30629799, 29199586, 29199560, 28322146, 28071036, 27910770, 27687737, 27279443, 27221888, 26559862, 26559699, 26288720, 26016702, 25994140, 25271867, 24999438, 24941169, 24345786, 24204618, 23872194, 23510284, 23287020, 22783084, 22339705, 22297261, 22125682, 21917642, 21394076, 22783072, 20351479, 20351477, 23074397, 23983518, 19093162, 18801283, 23100738, 18342998, 23997604, 20143700, 16767794, 16484080, 16154178, 15793668, 15026140, 12362793, 10347703, 7571860, 8465607, 3586085, 5690862, 5625621, 14470368"
"697","Mushrooms","phosphorus",58,"37752886, 37432385, 37180882, 36958546, 36839295, 36531641, 36294588, 36294580, 35695638, 34945547, 34587425, 34302346, 33998679, 33804597, 33747464, 33592025, 33397599, 33309597, 31313310, 31109561, 30388922, 29801232, 29623092, 27579012, 27279443, 27221888, 30123612, 26559699, 26058418, 24999438, 24941169, 23558250, 22806784, 22125682, 16358165, 15675798, 15307614, 11048580, 10347703, 7571860, 8465607, 5690862, 5625621, 14262636, 13755011, 13066671"
"698","Mushrooms","potassium",123,"37742873, 37623582, 37446570, 37075080, 36936127, 36839295, 36531641, 36294580, 35695638, 34587425, 34464794, 34347993, 34338984, 34018117, 33816611, 33804597, 33747464, 33613153, 33389856, 33359994, 33309597, 33235487, 32791375, 32781786, 32266583, 32192356, 31805745, 30629799, 30292382, 29953361, 29801232, 29623092, 29199586, 28436326, 28261556, 27910774, 27667329, 27579012, 27359098, 27283610, 27221888, 26559699, 26306295, 26288720, 25994140, 25685150, 25432007, 25271977, 25271867, 24999438, 24941169, 24458168, 23674800, 23558250, 23510284, 23259847, 23172575, 22812497, 22783084, 22339705, 22297261, 22125682, 21881236, 22783072, 20351479, 20351477, 23983518, 23100738, 18342998, 18313103, 17056253, 16154178, 12362793, 11048580, 8921623, 7571860, 8171916, 8465607, 1925527, 1925522, 2024797, 3714974, 568364"
"699","Mushrooms","cesium",54,"37713425, 35510072, 34965545, 34134400, 31660261, 30429424, 28221918, 27430163, 27359098, 26623189, 23676695, 23676694, 23676693, 23470875, 18800803, 18342998, 17258362, 15919537, 15669874, 15172589, 12362793, 11515600, 9842752, 21432417, 7619095, 7710837, 1925527, 1925522, 2001949, 28311973"
"700","Mushrooms","silver",54,"37709478, 37687119, 36871050, 36364482, 35695640, 33822501, 33389853, 33177917, 32316549, 31838065, 31400682, 28192956, 27975202, 27605125, 27541154, 26559860, 23510284, 22324414, 18783817, 16679550, 11407749, 7975912, 7975911, 2382512"
"701","Mushrooms","ga",60,"37681129, 35997094, 35695634, 35010677, 33463933, 32866473, 32479002, 31865439, 31825145, 31455047, 29717671, 28322148, 27155831, 26854105, 26213082, 24911374, 24870062, 23287020, 21429582, 18246511, 9925589"
"702","Mushrooms","lithium",31,"37681112, 36594758, 36572785, 34329936, 33989114, 33929662, 30746030, 30317983, 28740296, 23567506, 23179616, 23107736, 22376241"
"703","Mushrooms","cd",427,"37673806, 37542593, 37526876, 37245597, 37073145, 36816655, 36294572, 36155032, 35905616, 35887441, 35695591, 35667512, 35628800, 35628708, 35354891, 35240938, 35240185, 35144543, 35113771, 35013958, 35010677, 34885869, 34402067, 34378681, 34287903, 34268685, 34190029, 34161345, 33989114, 33929662, 33691593, 33687630, 33493846, 33415633, 33297091, 33244695, 33042065, 32531629, 32531137, 32506407, 32456182, 32436089, 32392710, 32363460, 32329001, 32314140, 32233068, 32220378, 32199145, 31864118, 31793393, 31782093, 31669989, 31610326, 31542610, 31514008, 31400682, 31363991, 31319292, 31187904, 31150909, 30837742, 30784799, 30684184, 32450035, 30524837, 30517766, 30388922, 30381194, 30347361, 29746791, 29734714, 29719194, 29624491, 29623092, 29621710, 29564562, 29189191, 29157867, 28802017, 28766143, 28657608, 28586282, 28516351, 28494204, 28485497, 28466491, 28463816, 28316048, 28277082, 28121274, 28121273, 28121267, 27984821, 27975202, 27776228, 27649605, 27541154, 27510166, 27484977, 28911552, 27272918, 27155831, 27023804, 26859978, 26854105, 26357894, 26077507, 26041195, 25901855, 25826106, 25746404, 25710156, 25602154, 25577119, 25529270, 25481828, 25365736, 25190556, 24779932, 24584962, 24206698, 23683522, 23613150, 23591676, 23253939, 23179616, 23030443, 22897470, 22860600, 22794131, 22702820, 22371035, 22336529, 22251207, 22172519, 21877977, 21429582, 21391032, 20405104, 24785309, 20167240, 20006925, 19563856, 19452115, 18783817, 18246511, 17682769, 17499342, 17346793, 16679550, 16616804, 16484080, 16141474, 16101298, 15740762, 11767169, 11407749, 11368601, 11048580, 10356845, 1925517, 2381462, 574616"
"704","Mushrooms","rb",78,"37673806, 35695596, 35695591, 35240938, 35010677, 34268685, 34190029, 33989114, 33929662, 33691593, 32531137, 32220378, 31793393, 31363991, 30895552, 30837742, 30517766, 30388922, 29746791, 29719194, 29621710, 28463816, 28316048, 28277082, 27984821, 27579012, 25481828, 24779932, 22897470, 22702820, 22371035, 22251207, 21877977, 21429582, 21391032, 18783817, 18342998, 18246511, 17852381, 11407749, 11059844"
"705","Mushrooms","s",13,"37673806, 37161495, 35695596, 35442596, 35240185, 34834638, 33519727, 33426839, 31514008, 27776228, 11048580, 2272557"
"706","Mushrooms","as",124,"37673806, 36816655, 36155032, 35695591, 35667512, 35628800, 35240185, 35010677, 34695469, 34375520, 34190029, 34161345, 33989114, 33929662, 33493846, 33297091, 32932155, 32557102, 32456182, 32436089, 32314140, 32220378, 32199145, 31887488, 31854842, 31793393, 31610326, 31514008, 31363991, 31319292, 30837742, 30684184, 30521329, 30517766, 30409639, 29751900, 29734714, 29626577, 29621710, 29157867, 28657608, 28463816, 28316048, 28277082, 28121274, 28121273, 27984821, 27975202, 27649605, 27541154, 27484977, 27155831, 27070346, 26859978, 26077507, 26041195, 25901855, 25710156, 25602154, 25404221, 25365736, 25128776, 24206698, 23179616, 22860600, 22371035, 19452115, 17852381, 17346793, 16616804"
"707","Mushrooms","magnesium",56,"37623582, 37446570, 36936127, 36830606, 36558049, 35807930, 35695638, 34982785, 34591396, 34347997, 34071646, 33804597, 33592025, 33461556, 33396513, 33389856, 33309597, 32781786, 32266583, 31641742, 31486017, 30806257, 29623092, 29604912, 29199586, 28322146, 27910774, 27910770, 27667329, 27283610, 27279443, 27221888, 26559699, 25994140, 23674800, 23510284, 22783084, 22522306, 22339705, 21465282, 22783072, 21301988, 20665124, 20143700, 19070009, 16484080, 12362793, 9710839, 9139305"
"708","Mushrooms","iodine",13,"37585319, 37447092, 34754525, 25839812, 23557365, 22164766, 7619095, 6643350"
"709","Mushrooms","oxygen",148,"37547686, 37330078, 37180275, 37111131, 37063317, 36985663, 36946736, 36903422, 36903356, 36900561, 36771106, 36769034, 36766115, 36713368, 36550784, 36457023, 36374978, 36374951, 35997091, 35993960, 35603064, 34936307, 34884845, 34820866, 34436184, 34274377, 33967311, 33463936, 33438265, 33426827, 33390130, 36131733, 33245358, 32865896, 32810649, 32464459, 32266246, 32115456, 31993148, 31751686, 31679231, 31427018, 31247237, 31060881, 31002608, 30806222, 30648267, 30392854, 30182215, 30093016, 29953396, 29953393, 29953358, 29953353, 29880886, 29604910, 29345563, 29345559, 29345558, 29062957, 28961254, 28845768, 28605337, 28572880, 28436325, 28343049, 28008814, 27939694, 27859282, 27262299, 27193019, 26854102, 26839505, 25954958, 25802150, 25445339, 25111860, 24989126, 24941032, 24741403, 24344650, 24328703, 24083793, 23967057, 23831551, 22582152, 22308440, 22135873, 21838141, 21469757, 20198929, 19475376, 19473617, 19228297, 19039585, 18387089, 18386902, 17995772, 17988848, 15380649, 15374609, 14503509, 12893418, 12890426, 12568554, 12456273, 11054166, 10688768, 10552675, 10552523, 9554832, 9170251, 7590391, 8349201, 2599760, 3242568, 3092435, 27519339, 562040, 238805, 14139104"
"710","Mushrooms","cu",298,"37542593, 37447092, 37245597, 37115411, 36958546, 36572785, 36374950, 36294572, 36155032, 35905616, 35807930, 35695596, 35695591, 35667512, 35628800, 35628708, 35240938, 35240185, 35010677, 34982785, 34500599, 34268685, 34190029, 34073030, 33989114, 33929662, 33691593, 33493846, 33415633, 33309597, 33297091, 33280126, 33244695, 32531137, 32506407, 32456182, 32436089, 32423046, 32392710, 32363460, 32329001, 32314140, 32297673, 32220378, 32199145, 32003038, 31864118, 31793393, 31561596, 31400682, 31363991, 31313310, 31256391, 31176215, 31002629, 30837742, 30806299, 30784799, 30684184, 30609048, 30524837, 30517766, 30388922, 30386751, 30381194, 29746791, 29734714, 29719194, 29624491, 29623092, 29621710, 29564562, 29189191, 28657608, 28494204, 28485497, 28463816, 28316048, 28277082, 28121276, 27984821, 27975202, 27776228, 27649605, 27591648, 27510166, 27155831, 27023804, 26859978, 26854105, 26799621, 26614504, 26559700, 26357894, 26306295, 26213082, 26146585, 26079340, 26041195, 25901855, 25746404, 25602154, 25481828, 25190556, 24779932, 24584962, 23613150, 23591676, 23586045, 23030443, 22923115, 22897470, 22794131, 22702820, 22371035, 22336529, 22251207, 22234825, 22172519, 21877977, 21554122, 21429582, 21391032, 21274641, 21071214, 20405104, 24785309, 20167240, 20132038, 19563856, 23983518, 19452115, 18783817, 18246511, 17852381, 17682769, 17499342, 17346793, 16679550, 16616804, 16141474, 16038488, 15969488, 15523483, 14995139, 12606162, 11767169, 11407749, 11368601, 11059844, 11048580, 10356845, 2381462"
"711","Mushrooms","pb",362,"37542593, 37526876, 37421350, 36858586, 36816655, 36374950, 35905616, 35695591, 35667512, 35628800, 35628708, 35113771, 35010677, 34885869, 34695469, 34190029, 34161345, 34073030, 33929662, 33691593, 33493846, 33415633, 33360460, 33244695, 32531137, 32506407, 32456182, 32436089, 32363460, 32329001, 32314140, 32233068, 32222923, 32220378, 32199145, 32048191, 31864118, 31793393, 31690791, 31610326, 31514008, 31363991, 31319292, 31176215, 30895552, 30837742, 30806221, 30684184, 30609048, 32450035, 30524837, 30388922, 30386751, 30381194, 30347361, 29734714, 29719194, 29623092, 29621710, 29564562, 29189191, 29157867, 28657608, 28586282, 28516351, 28494204, 28485497, 28463816, 28316048, 28277082, 28121273, 28121267, 27984821, 27975202, 27776228, 27649605, 27541154, 27484977, 27272918, 27155831, 27023804, 26859978, 26854105, 26555009, 26357894, 26077507, 26041195, 25901855, 25826106, 25746404, 25710156, 25602154, 25577119, 25529270, 25481828, 25404221, 25365736, 25190556, 24779932, 24584962, 24518310, 24390832, 24206698, 24075343, 23676691, 23591676, 23253939, 23179616, 23103573, 23030443, 22897470, 22860600, 22824506, 22794131, 22702820, 22371035, 22336529, 22297261, 22251207, 22172519, 21877977, 21429582, 21391032, 20167240, 20006925, 19563856, 19452115, 19403160, 19333556, 18783817, 18246511, 17499342, 17457544, 17346793, 16679550, 16616804, 16484080, 16141474, 16038488, 15969488, 15813544, 15740762, 12966584, 11407749, 11368601, 11048580, 10356845, 2381462, 574616"
"712","Mushrooms","fe",224,"37542593, 37504751, 37447092, 37245597, 37115411, 37073145, 36958546, 36684732, 36547625, 36294572, 36144225, 35905616, 35807930, 35695596, 35628708, 35408727, 35240938, 35013958, 34834638, 34695469, 34500599, 34268685, 33691593, 33519727, 33415633, 33389856, 33309597, 33280126, 33244695, 33230484, 32812153, 32531137, 32506407, 32456182, 32392710, 32363460, 32329001, 32314140, 32297673, 32199145, 32003038, 31864118, 31793393, 31176215, 31002629, 30806299, 30784799, 30684184, 30609048, 30388922, 30386751, 30381181, 29746791, 29719194, 29624491, 29623092, 29621710, 29564562, 28494204, 28485497, 28121276, 28121274, 27984821, 27975202, 27776228, 27649605, 27596407, 27510166, 27294638, 27155831, 27091150, 27023804, 26854105, 26614504, 26559700, 26306295, 26146585, 26077507, 26041195, 25901855, 25602154, 25577119, 25481828, 25190556, 25179801, 24779932, 24584962, 23812968, 23613150, 23411281, 23374050, 22897470, 22794131, 22702820, 22251207, 22234825, 23510216, 22172519, 22085754, 21877977, 21391032, 21274641, 20828305, 20647680, 20405104, 24785309, 20167240, 19563856, 19111567, 18783817, 16484080, 16141474, 16038488, 15969488, 15740762, 14995139, 12616600, 11767169, 11407749, 11048580, 10356845, 2381462"
"713","Mushrooms","co",109,"37542593, 37447092, 35695596, 35667512, 37744108, 34190029, 33929662, 33415633, 33244695, 33230484, 32531137, 32506407, 32456182, 32363460, 32220378, 32199145, 31864118, 31793393, 31363991, 31313310, 30837742, 30806299, 30684184, 30609048, 32450035, 30388922, 29746791, 29734714, 29719194, 29624491, 29621710, 28657608, 28463816, 28316048, 28277082, 27984821, 27776228, 27155831, 27023804, 26854105, 25901855, 25602154, 25577119, 25481828, 25190556, 24779932, 24584962, 23030443, 22897470, 22860600, 22702820, 22297261, 22251207, 22234825, 21877977, 21429582, 21391032, 21187665, 20167240, 19563856, 18937169, 18783817, 18246511, 14995139, 11048580"
"714","Mushrooms","arsenic",247,"37526876, 36983551, 36445018, 36287835, 36135689, 35628800, 35240185, 34302346, 34287903, 34161345, 33917427, 32932155, 32557102, 32464459, 32314140, 31887488, 31610326, 31176123, 31146831, 30658757, 30629799, 30521329, 30409639, 30380635, 29953361, 29751900, 29734714, 29626577, 29199586, 29037683, 28892035, 27975202, 27910770, 27797216, 27635858, 27541154, 27484977, 27451169, 27070346, 26559860, 26471627, 26349517, 25877801, 25710156, 25534292, 25526572, 25417842, 25365736, 25128776, 24731333, 24206698, 23993523, 23510284, 23403097, 17993133, 17713195, 15096651, 10755138, 10535147, 9237332"
"715","Mushrooms","cadmium",232,"37526876, 36983551, 36445018, 36155032, 36135689, 35887441, 35628800, 35240185, 35144543, 35113771, 34885869, 34402067, 34378681, 34359008, 34287903, 34161345, 33042065, 32531629, 32314140, 31782093, 31669989, 31610326, 31542610, 31539240, 31461882, 31150909, 30806257, 30806223, 30629799, 30623660, 32450035, 32450029, 30524837, 30381194, 29953361, 29722060, 29621710, 29199586, 28766143, 28586282, 28277082, 28121267, 27984821, 27975202, 27910774, 27910770, 27510166, 27484977, 27272918, 27023804, 26702984, 26559860, 26357894, 26016949, 25895250, 25710156, 25529270, 25469921, 25365736, 24779932, 24206698, 23253939, 23172575, 22371191, 22336529, 20976551, 24785309, 19285798, 18783817, 18399124, 18313919, 18246511, 17713195, 17682769, 16679550, 16484080, 16141474, 15740762, 15096651, 12945851, 11815790, 11767169, 11407749, 10682377, 10047592, 9674152, 8979959, 8584916, 7672739, 9237332, 7878343, 1925517, 31018285, 2226238, 6541408, 6540931, 7196661, 7191604, 574616, 564583, 562042"
"716","Mushrooms","mercury",408,"37526876, 36983551, 36983455, 36893598, 36445018, 36135689, 35927365, 35779096, 35628800, 35085888, 34575810, 34386922, 34287903, 34161345, 34152540, 34072596, 32954453, 32535368, 32443241, 32314140, 32103308, 31610326, 31518823, 30806257, 30629799, 30388922, 29953361, 29626577, 28633101, 28386890, 28317709, 28285534, 28121267, 27975202, 27910774, 30198659, 27619375, 27507453, 27272918, 27166831, 26559860, 26446731, 26357894, 26322595, 26301852, 26251972, 25895250, 25710156, 25679486, 25529270, 25518583, 25481828, 25365736, 25199584, 25190556, 25035918, 24632118, 24206698, 23683522, 23510284, 23172575, 22897470, 22871007, 22869392, 22818845, 22702831, 22702818, 22424072, 22416950, 22371191, 21621314, 21500071, 24785309, 19631362, 19227251, 19217716, 18807912, 17849304, 17713195, 17682769, 17616881, 15096651, 14581048, 12945851, 12696981, 12623649, 12520390, 12437292, 12369635, 12362793, 12195986, 11929073, 11911648, 11815805, 11407749, 11286085, 10682377, 10629276, 10628222, 10474293, 10047592, 9260308, 8584916, 9167061, 9102795, 9064742, 7878343, 1925517, 2592320, 30978879, 7199956, 574616, 556874, 988688, 987666, 1241751, 1170507"
